"StockNo","xVIN","categorie","xAirCleaners","xAirHorns","xAirSeatDriver","xAirSeatPassenger","xAppraisalACV","xAppraisalReference","xAPU","xAtmtcTrctnCntrl","xBlockHeater","xBodyStyle","xBranch","xBranchOrdered","xBuildDate","xBunk","xCA","xCabConfiguration","xCBRadio","xChassisCost","xChromeBumper","xColorExterior","xColorExteriorCode","xCondition","xCustomerID","xCustomerName","xCustStock","xCylinders","xDateInService","xDateReceived","xDaysOnHand","xDepartment","xDriveLine","xDriverSeat","xEngineBrake","xEngineHours","xEngineHP","xEngineManufacturer","xEngineModel","xEngineSN","xEngineTorque","xEstDelMo","xExhaust","xExpectedArrival","xFactoryFET","xFactoryWarranty","xFifthWheel","xFleetVehicleID","xFlooring","xFlooringDate","xFontWheels","xFrame","xFrntAxlMnfctrr","xFrontAxleModel","xFrontAxleSN","xFrontAxleWeight","xFrontBreaks","xFrontSuspension","xFrontTires","xFuelType","xGVWR","xHeatedMirrors","xInteriorClass","xInteriorColor","xInteriorColorCode","xInternalComments","xInventoryCost","xInvoice","xInvoiceDate","xKeyCode1","xKeyCode2","xLeftFuelTank","xLiftAxle","xLiftAxleWeight","xLockers","xLotLocation","xMake","xMiscEquipment","xModel","xOdometer","xOdometerKM_Miles","xOH","xOnHoldFor","xOrderDate","xOurPrice","xPassengerSeat","xPODate","xPONum","xPowerLocks","xPrePaidFreight","xPreviousOwner","xProductClass","xRearAxleFrontModel","xRearAxleFrontSN","xRearAxleRatio","xRearAxleRearModel","xRearAxleRearSN","xRearAxleWeight","xRearBreaks","xRearTires","xRearWheels","xRefrigerator","xRightFuelTank","xRrAxlFrntMnfctrr","xRrAxlRrMnfctrr","xSalesmanOrdered","xSatelliteRadio","xScheduleDate","xSellingStatus","xSleeper","xSleeperType","xSoldDate","xSpeeds","xStatus","xStereo","xSuspensionType","xThumbnail","xTrailerLength","xTrailerType","xTrailerWidth","xTransmission","xTransmissionModel","xTransmissionSN","xTRLAxleType","xTrnsmssnMnfctrr","xType","xVehicleType","xWebComments","xWheelbase","xYear","web_link","Photos"
"MW5067","3AKJHHDRXNSMW5067","TRK","","","","","","","","","","","WPG-Transolutions Truck Centres Ltd.","","","","","","","","","White","","New","P152","INT NEW TRUCK HD INVENTORY","","","","","","New","","","","","505","Detroit","DD15 GEN 5","","1750","","","","","","","MW5067","","","","","","","","13300","","","","","0","","","","","","","","","","","","","","","","FREIGHTLINER","","CA126","","Kilometers","","","","0.000000000","","","","","","","Units","","","3.23","","","40000","","","","","","","","","","","Available","72XT","","","","Available - In Stock","","","","","","","","DT12","","","Detroit","Truck","New Heavy Duty","","233","2022","",""
"C07486","1FDFE4FN0MDC07486","BUS","","","","","","","","","","","WPG-Transolutions Truck Centres Ltd.","","","","","","","","","","","Used","P153","INT NEW TRUCK MD INVENTORY","","","","","","New","","","","","","","","","","","","","","","","C07486","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","FORD","","Diamond","","Kilometers","","","","0.000000000","","","","","","","Units","","","","","","","","","","","","","","","","","Available","","","","","Available - In Stock","","","","","","","","","","","","Bus","New Bus","","","2021","",""
"C07482","1FDFE4FN3MDC07482","BUS","","","","","","","","","","","WPG-Transolutions Truck Centres Ltd.","","","","","","","","","","","Used","P153","INT NEW TRUCK MD INVENTORY","","","","","","New","","","","","","","","","","","","","","","","C07482","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","FORD","","Diamond","","Kilometers","","","","0.000000000","","","","","","","Units","","","","","","","","","","","","","","","","","Available","","","","","Available - In Stock","","","","","","","","","","","","Bus","New Bus","","","2021","",""
"C07487","1FDFE4FN2MDC07487","BUS","","","","","","","","","","","WPG-Transolutions Truck Centres Ltd.","","","","","","","","","","","Used","P153","INT NEW TRUCK MD INVENTORY","","","","","","New","","","","","","","","","","","","","","","","C07487","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","FORD","","Diamond","","Kilometers","","","","0.000000000","","","","","","","Units","","","","","","","","","","","","","","","","","Available","","","","","Available - In Stock","","","","","","","","","","","","Bus","New Bus","","","2021","",""
"MX1303","MX1303","TRK","","","","","","","","","","","WPG-Transolutions Truck Centres Ltd.","","","","","","","","","","","New","P152","INT NEW TRUCK HD INVENTORY","","","","","","New","","","","","","","","","","","","","","","","MX1303","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","FREIGHTLINER","","CA126","","Kilometers","","","","0.000000000","","","","","","","Units","","","","","","","","","","","","","","","","","Available","","","","","Available - On Order","","","","","","","","","","","","Truck","New Heavy Duty","","","2022","",""
"MX1301","MX1301","TRK","","","","","","","","","","","WPG-Transolutions Truck Centres Ltd.","","","","","","","","","","","New","P152","INT NEW TRUCK HD INVENTORY","","","","","","New","","","","","","","","","","","","","","","","MX1301","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","FREIGHTLINER","","CA126","","Kilometers","","","","0.000000000","","","","","","","Units","","","","","","","","","","","","","","","","","Available","","","","","Available - On Order","","","","","","","","","","","","Truck","New Heavy Duty","","","2022","",""
"NN7717","NN7717","TRK","","","1","1","","","","","","","WPG-Transolutions Truck Centres Ltd.","","","Single","","","","","","WHITE","","New","P152","INT NEW TRUCK HD INVENTORY","","","","","","New","","","","","505","Detroit","DD15 GEN 5","","1750","","","9/27/2021 12:00:00 AM","","","","NN7717","","","","","","","","13300","","","11R22.5 MICHELIN X","","1","1","","BROWN","","","","","","","","120 GALLON","","","","","WESTERN STAR","","4900","","Kilometers","","","","0.000000000","","","","1","","","Units","","","3.42","","","46000","","11R22.5 MICHELIN X","","1","120 GALLON","","","","","","Available","72' MR","","","12","Available - On Order","","","","N/A","","","","DT12","","","Detroit","Truck","New Heavy Duty","","244","2022","",""
"MX1302","MX1302","TRK","","","","","","","","","","","WPG-Transolutions Truck Centres Ltd.","","","","","","","","","","","New","P152","INT NEW TRUCK HD INVENTORY","","","","","","New","","","","","","","","","","","","","","","","MX1302","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","FREIGHTLINER","","CA126","","Kilometers","","","","0.000000000","","","","","","","Units","","","","","","","","","","","","","","","","","Available","","","","","Available - On Order","","","","","","","","","","","","Truck","New Heavy Duty","","","2022","",""
"NN7659","NN7659","TRK","","","1","1","","","","","","","WPG-Transolutions Truck Centres Ltd.","","","NONE","","","","","","WHITE","","New","P152","INT NEW TRUCK HD INVENTORY","","","","","","New","","","","","505","Detroit","DD15 GEN 5","","1750","","","9/27/2021 12:00:00 AM","","","","NN7659","","","","","","","","13300","","","11R22.5 MICHELIN X","","0","1","","BROWN","","","","","","","","120 GALLON","","","","","WESTERN STAR","","4900","","Kilometers","","","","0.000000000","","","","1","","","Units","","","3.42","","","46000","","11R22.5 MICHELIN X","","","120 GALLON","","","","","","Available","DAY CAB","","","12","Available - On Order","","","","N/A","","","","DT12","","","Detroit","Truck","New Heavy Duty","","200","2022","",""
"NN7718","NN7718","TRK","","","1","1","","","","","","","WPG-Transolutions Truck Centres Ltd.","","","Single","","","","","","WHITE","","New","P152","INT NEW TRUCK HD INVENTORY","","","","","","New","","","","","505","Detroit","DD15 GEN 5","","1750","","","9/27/2021 12:00:00 AM","","","","NN7718","","","","","","","","13300","","","11R22.5 MICHELIN X","","0","1","","BROWN","","","","","","","","120 GALLON","","","","","WESTERN STAR","","4900","","Kilometers","","","","0.000000000","","","","1","","","Units","","","3.42","","","46000","","11R22.5 MICHELIN X","","1","120 GALLON","","","","","","Available","72' MR","","","12","Available - On Order","","","","N/A","","","","DT12","","","Detroit","Truck","New Heavy Duty","","244","2022","",""
"GT7094A","1FUJGLDV2GLGT7094","TRK","","","","","","","","","","","WPG-Transolutions Truck Centres Ltd.","","","","","","","","","WHITE","","Used","P50","INT USED TRUCK INVENTORY","","","","","","Used","","","","","","","","","","","","","","","","GT7094A","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","FREIGHTLINER","","CA125","786552.0","Kilometers","","","","0.000000000","","","","","","","Units","","","","","","","","","","","","","","","","","Available","","","","","Available - In Stock","","","","","","","","","","","","Truck","Used Truck","","","2016","",""
"HT335064","3H3V532C9HT335064","TLR","","","","","","","","","","","WPG-Transolutions Truck Centres Ltd.","","","","","","","","","WHITE","","Used","P52","INT USED TRAILERS","","","","","","Used","","","","","N/A","N/A","N/A","","","","","","","","","HT335064","","","","","","","","N/A","","","","","0","","","","","","","","","","","","","","","In transit","HYUNDAI","","REEFER","","Kilometers","","","","0.000000000","","","","","","","Units","","","N/A","","","N/A","","","","","","","","","","","Available","N/A","","","","Available - In Stock","","","","","","102""","","N/A","","","N/A","Trailer","Used Trailers","","N/A","2017","",""
"GT7095A","1FUJGLDV4GLGT7095","TRK","","","","","","","","","","","WPG-Transolutions Truck Centres Ltd.","","","","","","","","","WHITE","","Used","P50","INT USED TRUCK INVENTORY","","","","","","Used","","","","","","","","","","","","","","","","GT7095A","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","FREIGHTLINER","","CA125","791090.0","Kilometers","","","","0.000000000","","","","","","","Units","","","","","","","","","","","","","","","","","Available","","","","","Available - In Stock","","","","","","","","","","","","Truck","Used Truck","","","2016","",""
"GT7088A","1FUJGLDV7GLGT7088","TRK","","","","","","","","","","","WPG-Transolutions Truck Centres Ltd.","","","","","","","","","WHITE","","Used","P50","INT USED TRUCK INVENTORY","","","","","","Used","","","","","","","","","","","","","","","","GT7088A","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","FREIGHTLINER","","CA125","761256.0","Kilometers","","","","0.000000000","","","","","","","Units","","","","","","","","","","","","","","","","","Available","","","","","Available - In Stock","","","","","","","","","","","","Truck","Used Truck","","","2016","",""
"348806A","1XPBDP8X5GD348806","TRK","","","","","","","","","","","WPG-Transolutions Truck Centres Ltd.","","","","","","","","","WHITE","","Used","P50","INT USED TRUCK INVENTORY","","","","","","Used","","","","","455","PACCAR","MX13","","1650","","SINGLE","","","","","348806A","","","Aluminum","","","","","12000","","","22.5","","0","","","BROWN","","","","","","","","100 GALLON","","","","","PETERBILT","","579","674845.0","Kilometers","","","","54900.000000000","","","","","","","Units","","","2.79","","","40000","","22.5","Aluminum","","100 GALLON","","","","","","Available","80MR","","","","Available - In Stock","","","","","","","","Auto","","","Eaton Fuller","Truck","Used Truck","","236","2016","",""
"348884A","1XPBDP8X3GD348884","TRK","","","","","","","","","","","WPG-Transolutions Truck Centres Ltd.","","","","","","","","","WHITE","","Used","P50","INT USED TRUCK INVENTORY","","","","","","Used","","","","","455","PACCAR","MX13","","1650","","SINGLE","","","","","348884A","","","Aluminum","","","","","12000","","","22.5","","0","","","BROWN","","","","","","","","100 GALLON","","","","","PETERBILT","","579","691538.0","Kilometers","","","","54900.000000000","","","","","","","Units","","","2.79","","","40000","","22.5","Aluminum","","100 GALLON","","","","","","Available","80MR","","","","Available - In Stock","","","","","","","","Auto","","","Eaton Fuller","Truck","Used Truck","","236","2016","",""
"GT7091A","1FUJGLDV7GLGT7091","TRK","","","","","","","","","","","WPG-Transolutions Truck Centres Ltd.","","","","","","","","","WHITE","","Used","P50","INT USED TRUCK INVENTORY","","","","","","Used","","","","","","","","","","","","","","","","GT7091A","","","","","","","","","","","","","0","","","","","","","","","","","","","","","Bergen","FREIGHTLINER","","CA125","755328.0","Kilometers","","","","0.000000000","","","","","","","Units","","","","","","","","","","","","","","","","","Available","","","","","Available - In Stock","","","","","","","","","","","","Truck","Used Truck","","","2016","",""
"348807A","1XPBDP8X7GD348807","TRK","","","","","","","","","","","WPG-Transolutions Truck Centres Ltd.","","","","","","","","","WHITE","","Used","P50","INT USED TRUCK INVENTORY","","","","","","Used","","","","","455","PACCAR","MX13","","1650","","SINGLE","","","","","348807A","","","Aluminum","","","","","12000","","","22.5","","0","","","BROWN","","","","","","","","100 GALLON","","","","","PETERBILT","","579","693446.0","Kilometers","","","","54900.000000000","","","","","","","Units","","","2.79","","","40000","","22.5","Aluminum","","100 GALLON","","","","","","Available","80MR","","","","Available - In Stock","","","","","","","","Auto","","","Eaton Fuller","Truck","Used Truck","","236","2016","",""
"348874A","1XPBDP8X0GD348874","TRK","","","","","","","","","","","WPG-Transolutions Truck Centres Ltd.","","","","","","","","","WHITE","","Used","P50","INT USED TRUCK INVENTORY","","","","","","Used","","","","","455","PACCAR","MX13","","1650","","SINGLE","","","","","348874A","","","Aluminum","","","","","12000","","","22.5","","0","","","BROWN","","","","","","","","100 GALLON","","","","","PETERBILT","","579","705086.0","Kilometers","","","","49900.000000000","","","","","","","Units","","","2.79","","","40000","","22.5","Aluminum","","100 GALLON","","","","","","Available","80MR","","","","Available - In Stock","","","","","","","","Auto","","","Eaton Fuller","Truck","Used Truck","","236","2016","",""
"GT7089A","1FUJGLDV9GLGT7089","TRK","","","","","","","","","","","WPG-Transolutions Truck Centres Ltd.","","","","","","","","","WHITE","","Used","P50","INT USED TRUCK INVENTORY","","","","","","Used","","","","","","","","","","","","","","","","GT7089A","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","FREIGHTLINER","","CA125","1.0","Kilometers","","","","0.000000000","","","","","","","Units","","","","","","","","","","","","","","","","","Available","","","","","Available - In Stock","","","","","","","","","","","","Truck","Used Truck","","","2016","",""
"348864A","1XPBDP8X8GD348864","TRK","","","","","","","","","","","WPG-Transolutions Truck Centres Ltd.","","","","","","","","","WHITE","","Used","P50","INT USED TRUCK INVENTORY","","","","","","Used","","","","","455","PACCAR","MX13","","1650","","SINGLE","","","","","348864A","","","Aluminum","","","","","12000","","","22.5","","0","","","BROWN","","","","","","","","100 GALLON","","","","","PETERBILT","","579","707212.0","Kilometers","","","","49900.000000000","","","","","","","Units","","","2.79","","","40000","","22.5","Aluminum","","100 GALLON","","","","","","Available","80MR","","","","Available - In Stock","","","","","","","","Auto","","","Eaton Fuller","Truck","Used Truck","","236","2016","",""
"348850A","1XPBDP8X8GD348850","TRK","","","","","","","","","","","WPG-Transolutions Truck Centres Ltd.","","","","","","","","","WHITE","","Used","P50","INT USED TRUCK INVENTORY","","","","","","Used","","","","","455","PACCAR","MX13","","1650","","SINGLE","","","","","348850A","","","Aluminum","","","","","12000","","","22.5","","0","","","BROWN","","","","","","","","100 GALLON","","","","","PETERBILT","","579","718447.0","Kilometers","","","","49900.000000000","","","","","","","Units","","","2.79","","","40000","","22.5","Aluminum","","100 GALLON","","","","","","Available","80MR","","","","Available - In Stock","","","","","","","","Auto","","","Eaton Fuller","Truck","Used Truck","","236","2016","",""
"MD4440A","1FUJHHDR8MLMD4440","TRK","","","","","","","","","","","WPG-Transolutions Truck Centres Ltd.","","","","","","","","","","","Used","P50","INT USED TRUCK INVENTORY","","","","4/6/2021 12:00:00 AM","6","Used","","","","","","","","","","","","","","","","MD4440A","","","","","","","","","","","","","0","","","","","","","","","","","","","","","Finance Only","FREIGHTLINER","","CA126","158100.0","Kilometers","","","","0.000000000","","","","","","","Units","","","","","","","","","","","","","","","","","Available","","","","","Available - In Stock","","","","","","","","","","","","Truck","Used Truck","","","2021","",""
"348903A","1XPBDP8X3GD348903","TRK","","","","","","","","","","","WPG-Transolutions Truck Centres Ltd.","","","","","","","","","WHITE","","Used","P50","INT USED TRUCK INVENTORY","","","","","","Used","","","","","455","PACCAR","MX13","","1650","","SINGLE","","","","","348903A","","","Aluminum","","","","","12000","","","22.5","","0","","","BROWN","","","","","","","","100 GALLON","","","","","PETERBILT","","579","718984.0","Kilometers","","","","49900.000000000","","","","","","","Units","","","2.79","","","40000","","22.5","Aluminum","","100 GALLON","","","","","","Available","80MR","","","","Available - In Stock","","","","","","","","Auto","","","Eaton Fuller","Truck","Used Truck","","236","2016","",""
"348862A","1XPBDP8X4GD348862","TRK","","","","","","","","","","","WPG-Transolutions Truck Centres Ltd.","","","","","","","","","WHITE","","Used","P50","INT USED TRUCK INVENTORY","","","","","","Used","","","","","455","PACCAR","MX13","","1650","","SINGLE","","","","","348862A","","","Aluminum","","","","","12000","","","22.5","","0","","","BROWN","","","","","","","","100 GALLON","","","","","PETERBILT","","579","719344.0","Kilometers","","","","49900.000000000","","","","","","","Units","","","2.79","","","40000","","22.5","Aluminum","","100 GALLON","","","","","","Available","80MR","","","","Available - In Stock","","","","","","","","Auto","","","Eaton Fuller","Truck","Used Truck","","236","2016","",""
"MM2478A","1FUJHHDR1MLMM2478","TRK","","","","","","","","","","","WPG-Transolutions Truck Centres Ltd.","","","","","","","","","","","Used","P50","INT USED TRUCK INVENTORY","","","","4/6/2021 12:00:00 AM","6","Used","","","","","","","","","","","","","","","","MM2478A","","","","","","","","","","","","","0","","","","","","","","","","","","","","","Finance Only","FREIGHTLINER","","CA126","160554.0","Kilometers","","","","0.000000000","","","","","","","Units","","","","","","","","","","","","","","","","","Available","","","","","Available - In Stock","","","","","","","","","","","","Truck","Used Truck","","","2021","",""
"KS3735A","1FUJHHDR9LLKS3735","TRK","","","","","","","","","","","WPG-Transolutions Truck Centres Ltd.","","","","","","","","","","","Used","V90063","VEHNIWAL CARRIER LTD.","","","","4/7/2021 12:00:00 AM","5","Used","","","","","","","","","","","","","","","","KS3735A","","","","","","","","","","","","","0","","","","","","","01S3331","","","","","","","","Finance Only","FREIGHTLINER","","CA126","367000.0","Kilometers","","","","0.000000000","","","","","","","Units","","","","","","","","","","","","","","","","","Sold","","","4/12/2021 9:51:07 AM","","Sold - In Stock","","","","","","","","","","","","Truck","Used Truck","","","2020","",""
"348917A","1XPBDP8X3GD348917","TRK","","","","","","","","","","","WPG-Transolutions Truck Centres Ltd.","","","","","","","","","WHITE","","Used","P50","INT USED TRUCK INVENTORY","","","","","","Used","","","","","455","PACCAR","MX13","","1650","","SINGLE","","","","","348917A","","","Aluminum","","","","","12000","","","22.5","","0","","","BROWN","","","","","","","","100 GALLON","","","","","PETERBILT","","579","637567.0","Kilometers","","","","54900.000000000","","","","","","","Units","","","2.79","","","40000","","22.5","Aluminum","","100 GALLON","","","","","","Available","80MR","","","","Available - In Stock","","","","","","","","Auto","","","Eaton Fuller","Truck","Used Truck","","236","2016","",""
"348868A","1XPBDP8X5GD348868","TRK","","","","","","","","","","","WPG-Transolutions Truck Centres Ltd.","","","","","","","","","WHITE","","Used","P50","INT USED TRUCK INVENTORY","","","","","","Used","","","","","455","PACCAR","MX13","","1650","","SINGLE","","","","","348868A","","","Aluminum","","","","","12000","","","22.5","","0","","","BROWN","","","","","","","","100 GALLON","","","","","PETERBILT","","579","674291.0","Kilometers","","","","54900.000000000","","","","","","","Units","","","2.79","","","40000","","22.5","Aluminum","","100 GALLON","","","","","","Available","80MR","","","","Available - In Stock","","","","","","","","Auto","","","Eaton Fuller","Truck","Used Truck","","236","2016","",""
"348837A","1XPBDP8X5GD348837","TRK","","","","","","","","","","","WPG-Transolutions Truck Centres Ltd.","","","","","","","","","WHITE","","Used","P50","INT USED TRUCK INVENTORY","","","","","","Used","","","","","455","PACCAR","MX13","","1650","","SINGLE","","","","","348837A","","","Aluminum","","","","","12000","","","22.5","","0","","","BROWN","","","","","","","","100 GALLON","","","","","PETERBILT","","579","720280.0","Kilometers","","","","49900.000000000","","","","","","","Units","","","2.79","","","40000","","22.5","Aluminum","","100 GALLON","","","","","","Available","80MR","","","","Available - In Stock","","","","","","","","Auto","","","Eaton Fuller","Truck","Used Truck","","236","2016","",""
"348856A","1XPBDP8X9GD348856","TRK","","","","","","","","","","","WPG-Transolutions Truck Centres Ltd.","","","","","","","","","WHITE","","Used","P50","INT USED TRUCK INVENTORY","","","","","","Used","","","","","455","PACCAR","MX13","","1650","","SINGLE","","","","","348856A","","","Aluminum","","","","","12000","","","22.5","","0","","","BROWN","","","","","","","","100 GALLON","","","","","PETERBILT","","579","724705.0","Kilometers","","","","49900.000000000","","","","","","","Units","","","2.79","","","40000","","22.5","Aluminum","","100 GALLON","","","","","","Available","80MR","","","","Available - In Stock","","","","","","","","Auto","","","Eaton Fuller","Truck","Used Truck","","236","2016","",""
